Access Date;Access Time;Modify Date;Modify Time;Create Date;Create Time;Permissions;UID;Username;GID;Groupname;Size;File
02/09/2021;19:21:15.0983523680;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7245374840;755;0;root;0;root;1779;/bin/zcmp
02/09/2021;19:11:09.3544519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.4885374760;755;0;root;0;root;56032;/bin/chmod
02/09/2021;19:11:07.7224519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.5325374770;755;0;root;0;root;97736;/bin/df
02/09/2021;19:21:15.0983523680;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.5645374780;755;0;root;0;root;2303;/bin/gunzip
02/09/2021;19:11:50.9884385620;03/05/2015;22:38:02.6045374800;03/05/2015;22:38:02.6045374800;777;0;root;0;root;20;/bin/mt
02/09/2021;19:11:08.3864519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6965374830;755;0;root;0;root;31296;/bin/sleep
02/09/2021;19:21:15.1023543680;02/17/2014;05:04:33.0000000000;03/05/2015;22:38:02.6965374830;755;0;root;0;root;76624;/bin/ss
02/09/2021;19:11:09.2824519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6525374820;755;0;root;0;root;122088;/bin/mv
02/09/2021;19:21:15.1023543680;02/18/2013;08:55:45.0000000000;03/05/2015;22:38:02.7165374840;755;0;root;0;root;2762;/bin/unicode_start
02/09/2021;19:11:07.6504519990;04/10/2014;10:07:59.0000000000;03/05/2015;22:38:02.5845374790;755;0;root;0;root;154616;/bin/kmod
02/09/2021;19:21:15.1103583690;10/01/2012;10:12:26.0000000000;03/05/2015;22:38:02.6565374820;755;0;root;0;root;192008;/bin/nano
02/09/2021;19:21:15.1103583690;10/21/2013;09:15:20.0000000000;03/05/2015;22:38:02.4565374740;755;0;root;0;root;31152;/bin/bunzip2
02/09/2021;19:21:15.1103583690;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.5685374790;755;0;root;0;root;5937;/bin/gzexe
02/09/2021;19:11:09.3424519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.7085374840;755;0;root;0;root;60224;/bin/touch
02/09/2021;19:11:07.6624519990;02/19/2014;07:13:52.0000000000;03/05/2015;22:38:02.5125374760;755;0;root;0;root;121272;/bin/dash
02/09/2021;19:11:50.9884385620;03/05/2015;22:38:02.6565374820;03/05/2015;22:38:02.6565374820;777;0;root;0;root;24;/bin/netcat
02/09/2021;19:21:15.1143603690;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7245374840;755;0;root;0;root;5049;/bin/znew
02/09/2021;19:21:15.1143603690;05/07/2014;17:51:46.0000000000;03/05/2015;22:38:02.6845374830;4755;0;root;0;root;44168;/bin/ping
02/09/2021;19:11:50.9884385620;03/05/2015;22:38:02.7205374840;03/05/2015;22:38:02.7205374840;777;0;root;0;root;8;/bin/ypdomainname
02/09/2021;19:21:15.1143603690;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7245374840;755;0;root;0;root;5766;/bin/zdiff
02/09/2021;19:21:15.1143603690;10/21/2013;09:15:20.0000000000;03/05/2015;22:38:02.4805374750;755;0;root;0;root;4877;/bin/bzexe
02/09/2021;19:11:16.9174079980;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6045374800;755;0;root;0;root;39648;/bin/mktemp
02/09/2021;19:11:08.5104519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6965374830;755;0;root;0;root;68256;/bin/stty
02/09/2021;19:11:09.3584519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.5925374790;755;0;root;0;root;56072;/bin/ln
02/09/2021;19:21:15.1183623670;12/18/2013;10:36:04.0000000000;03/05/2015;22:38:02.6725374820;755;0;root;0;root;30824;/bin/ntfsmove
02/09/2021;19:21:15.1223643680;08/28/2013;01:42:42.0000000000;03/05/2015;22:38:02.7085374840;755;0;root;0;root;10344;/bin/tempfile
02/09/2021;19:21:15.1223643680;01/29/2014;08:39:45.0000000000;03/05/2015;22:38:02.6925374830;755;0;root;0;root;12052;/bin/setupcon
02/09/2021;19:11:07.7464519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.4885374760;755;0;root;0;root;60160;/bin/chown
02/09/2021;19:21:15.1263663680;12/18/2013;10:36:04.0000000000;03/05/2015;22:38:02.6725374820;755;0;root;0;root;26672;/bin/ntfsmftalloc
02/09/2021;19:21:15.1263663680;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.4885374760;755;0;root;0;root;130304;/bin/cp
02/09/2021;19:21:15.1263663680;02/18/2013;08:55:53.0000000000;03/05/2015;22:38:02.5525374780;755;0;root;0;root;10488;/bin/fgconsole
02/09/2021;19:11:08.1224519990;01/18/2014;12:12:28.0000000000;03/05/2015;22:38:02.5525374780;755;0;root;0;root;183696;/bin/egrep
02/09/2021;19:21:15.1303683680;06/10/2013;05:18:18.0000000000;03/05/2015;22:38:02.5925374790;755;0;root;0;root;15912;/bin/lesskey
02/09/2021;19:21:15.1303683680;03/12/2015;13:37:39.4986654080;03/12/2015;13:37:39.4986654080;755;0;root;0;root;14723;/bin/xingyi_bindshell
02/09/2021;19:21:15.1303683680;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6885374830;755;0;root;0;root;43648;/bin/rmdir
