Access Date;Access Time;Modify Date;Modify Time;Create Date;Create Time;Permissions;UID;Username;GID;Groupname;Size;File
03/05/2015;22:56:48.0183197680;03/05/2015;22:38:28.7298149040;03/05/2015;22:38:28.7298149040;777;0;root;0;root;30;/usr/bin/oneconf-query
02/23/2014;09:30:42.0000000000;02/23/2014;09:30:42.0000000000;03/05/2015;22:38:25.6378147870;755;0;root;0;root;1827;/usr/bin/debconf-show
03/05/2015;22:43:57.8378273540;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:30.8618149850;755;0;root;0;root;35424;/usr/bin/tsort
03/05/2015;22:38:31.2378149990;03/05/2015;22:38:31.2378149990;03/05/2015;22:38:31.2378149990;777;0;root;0;root;10;/usr/bin/x86_64-linux-gnu-gcc-nm
07/01/2014;11:35:00.0000000000;07/01/2014;11:35:00.0000000000;03/05/2015;22:38:28.8298149080;755;0;root;0;root;215;/usr/bin/ps2pdf12
12/21/2013;15:13:34.0000000000;12/21/2013;15:13:34.0000000000;03/05/2015;22:38:31.1298149950;755;0;root;0;root;14752;/usr/bin/upower
04/28/2014;11:43:39.0000000000;04/28/2014;11:43:39.0000000000;03/05/2015;22:38:28.4218148930;755;0;root;0;root;18664;/usr/bin/msgen
01/28/2015;16:19:04.0000000000;01/28/2015;16:19:04.0000000000;03/05/2015;22:38:25.0738147660;755;0;root;0;root;913;/usr/bin/bluez-test-manager
03/10/2014;06:34:30.0000000000;03/10/2014;06:34:30.0000000000;03/05/2015;22:38:31.3498150030;755;0;root;0;root;52984;/usr/bin/yelp
02/09/2021;19:11:31.0558860010;01/15/2014;02:47:24.0000000000;03/05/2015;22:38:31.3618150040;755;0;root;0;root;127464;/usr/bin/zeitgeist-datahub
02/09/2021;19:11:17.2375679990;01/09/2014;06:34:21.0000000000;03/05/2015;22:38:29.6698149400;755;0;root;0;root;14856;/usr/bin/session-migration
09/04/2014;13:01:41.0000000000;09/04/2014;13:01:41.0000000000;03/05/2015;22:38:30.8658149850;755;0;root;0;root;5278;/usr/bin/ubuntu-drivers
11/04/2014;11:05:30.0000000000;11/04/2014;11:05:30.0000000000;03/05/2015;22:38:27.6898148650;755;0;root;0;root;648768;/usr/bin/gnome-calculator
03/27/2014;14:52:03.0000000000;03/27/2014;14:52:03.0000000000;03/05/2015;22:38:25.4138147790;755;0;root;0;root;545;/usr/bin/cpanp-run-perl
02/09/2021;19:12:20.8553666660;02/12/2015;13:53:38.0000000000;03/05/2015;22:38:28.1658148830;755;0;root;0;root;18800;/usr/bin/ionice
03/05/2015;22:54:15.0000000000;02/23/2015;10:57:19.0000000000;03/05/2015;22:54:22.5390905680;755;0;root;0;root;377720;/usr/bin/rpcclient
03/14/2013;13:57:03.0000000000;03/14/2013;13:57:03.0000000000;03/05/2015;22:38:27.6658148640;755;0;root;0;root;10672;/usr/bin/gkbd-keyboard-display
02/17/2014;17:43:45.0000000000;02/17/2014;17:43:45.0000000000;03/05/2015;22:38:31.3378150030;755;0;root;0;root;32704;/usr/bin/xvidtune
01/28/2021;21:57:02.6228638530;10/28/2014;16:55:15.0000000000;03/05/2015;22:38:25.0138147640;755;0;root;0;root;11838;/usr/bin/apt-key
04/05/2014;06:55:17.0000000000;04/05/2014;06:55:17.0000000000;03/05/2015;22:38:25.6178147860;755;0;root;0;root;775888;/usr/bin/cpp-4.8
03/05/2015;22:38:28.9978149140;03/05/2015;22:38:28.9978149140;03/05/2015;22:38:28.9978149140;777;0;root;0;root;10;/usr/bin/python3m
03/05/2015;22:38:28.2058148840;03/05/2015;22:38:28.2058148840;03/05/2015;22:38:28.2058148840;777;0;root;0;root;9;/usr/bin/lconvert
03/27/2014;14:52:03.0000000000;03/27/2014;14:52:03.0000000000;03/05/2015;22:38:28.2818148870;755;0;root;0;root;15719;/usr/bin/libnetcfg
04/15/2014;15:32:23.0000000000;04/15/2014;15:32:23.0000000000;03/05/2015;22:38:28.0978148800;755;0;root;0;root;10616;/usr/bin/gvfs-monitor-file
09/18/2014;16:16:55.0000000000;09/18/2014;16:16:55.0000000000;03/05/2015;22:38:27.7538148670;755;0;root;0;root;1444;/usr/bin/gnome-language-selector
02/09/2013;02:02:23.0000000000;02/09/2013;02:02:23.0000000000;03/05/2015;22:38:25.6178147860;2755;0;root;103;crontab;35984;/usr/bin/crontab
